title,author,text,sum,sum_marysha
Americký sniper,Chris Kyle,"V letech 1999 až 2009 zaznamenal Chris Kyle z jednotky amerického námořnictva SEAL nejvíce odstřelovačských zásahů v dějinách USA. Nepřátelé mu přezdívali „Ďábel“, spolubojovníci ze SEALu „Legenda“. Tato autobiografická kniha líčí strhujícím způsobem bojové zážitky, které Kyle na jednotlivých misích prožil a představuje jedny z nejvýznamnějších válečných memoárů všech dob. Přináší osobní zpověď vojáka od jeho výcviku přes jednotlivá nasazení až po traumata z války.","Autobiografická kniha Chrise Kyla, nejúspěšnějšího odstřelovače v historii USA, zachycuje jeho bojové zážitky, výcvik a psychické trauma z války, čímž se stává jedním z nejvýznamnějších válečných memoárů.","Knížka vypráví o Chrisovi Kylovi, co byl nejlepší odstřelovač v americkým námořnictvu a jak zažil hromadu bojovejch zážitků, co mu zůstaly v paměti."
Jak se dostat z maléru: Občanskoprávní průvodce pro děti od 8 let,Petra Štarková,"Myslíte si, že není možné, aby se z normálních kluků stali jednoho dne nevědomky zločinci, po kterých pátrá policie? Standovi, Romanovi a Štěpánovi se to právě podařilo. Napadlo je totiž schovat něco, co patří jednomu z nich. Anebo už nepatří? Kluci ještě netuší, že svou nevědomostí způsobili hromadu problémů nejen sobě, ale i svému okolí. Roztočí se kolotoč nedorozumění, průšvihů a starostí. Jedinou cestou z téhle bryndy je pochopit, jak vlastně funguje stát, ve kterém všichni žijeme, a začít dodržovat jeho pravidla. A naopak: nebát se vyhledat a přijmout pomoc státu tam, kde ji potřebují. Vedle poutavého příběhu trojice kamarádů v knize najdete jednoduše a srozumitelně podané základní informace například o tom, co jsou to úspory a co dluhy, jaké platby jsou povinné a bez kterých služeb se obejdeme, jak vypadá pomoc státu, co jsou to sociální služby, jak funguje policie, k čemu slouží exekuce a jak to vypadá u soudu. Kniha je určena všem (zodpovědným) občanům od 8 do 100 let.","Kniha sleduje příběh tří kluků, kteří se nevědomky zapletou do problémů se zákonem, a prostřednictvím jejich zkušeností čtenářům přibližuje základní principy fungování státu, právního systému a důležitost dodržování pravidel.","Tři kluci, Standy, Roman a Štěpán, se nechtěně zapletli do problémů, když schovali něco, co možná patří jednomu z nich, a teď se musí naučit, jak funguje stát a jak si poradit s jeho pravidlama, aby se z nich nestali zločinci."
Africká zima: V Jižním Súdánu s Lékaři bez hranic,Tomáš Šebek,"Toto je autentická zpověď z Jižního Súdánu, nejmladšího státu světa, jehož území už celá desetiletí sužují ozbrojené konflikty. Na začátku roku 2017, kdy zemi navíc zasáhla vlna kritického nedostatku potravin, se do míst, kde se až příliš daří infekčním a tropickým nemocem, vydal na misi Lékařů bez hranic chirurg Tomáš Šebek. Po zkušenostech s úrazovou chirurgií z kolébky vúdú na Haiti a válečnou medicínou v severním Afghánistánu se spolu s kolegy ocitl v prostředí, kde má tradiční léčitel a jeho alternativní přístup k pacientovi daleko větší respekt než lékař vzdělaný na Západě.Proti fixaci zlomenin papírem anebo poléváním vařící vodou může reputaci chirurgického týmu v očích místních pozvednout snad jen tím, že v absolutní pustině obklopující nemocnici v Agoku provede první operaci mozku dospívajícího Jihosúdánce. Zápisky Tomáše Šebka, doprovázené strhujícími fotografiemi, představují jedinečný pohled na místa, o nichž se z médií nedozvíte.","Kniha je autentickou zpovědí chirurga Tomáše Šebka, který v roce 2017 pracoval v Jižním Súdánu, zasaženém ozbrojenými konflikty a nedostatkem potravin, a popisuje své zkušenosti s medicínou v prostředí, kde tradiční léčitelé mají větší váhu než západní lékaři, včetně provedení první operace mozku v regionu.","Toto je vyprávění Tomáše Šebka, co se v Jižním Súdánu, kde je furt nějaký boj a hlad, snažil pomoct lidem jako chirurg, a ukazuje, jak tamní tradice a medicína fungujó jinak než na Západě."
Šíleně smutné povídky,Tereza Boučková,"Tereza Boučková, autorka bestsellerů Indiánský běh a Rok kohouta, přichází po několika letech odmlky s novou knížkou. Poprvé jsou to povídky, žánr, který je podle znalců literatury snad ze všeho nejtěžší. Povídka v sobě musí mít všechno, co má román - svého hrdinu, svůj příběh i jeho rozuzlení, ale zároveň si musí vystačit s mnohem menším prostorem k vyprávění. Třináct Šíleně smutných povídek je třináct příběhů, které mají ve svém vyznění smutek, někdy úplně konkrétní a hmatatelný, jindy spíše mlhavý a neurčitý, ale mnohé jsou i tak docela veselé, ironické a plné paradoxů. Všechny povídky jsou napsané více než minimalisticky, a přitom je v nich všechno: touha po lásce, přijetí, tichu, přátelství, vnitřním míru anebo alespoň klidu ve zpustošeném nebo jen úplně vyhaslém manželství, stejně jako odhodlání překonat těžkou, tragickou nepřízeň osudu. Tereza Boučková vstupuje do cizích životů jednoznačně a nekompromisně. Zdá se, že všechno, co nám pohledem jiných zaujatě a vášnivě vypráví, se stalo jí. Přitom jsou to docela obyčejné příběhy docela obyčejných lidí.","Tereza Boučková ve své nové knize ""Třináct Šíleně smutných povídek"" přináší třináct minimalistických příběhů, které zachycují smutek, touhu po lásce a vnitřním míru v životech obyčejných lidí, přičemž se prolínají ironie a paradoxní momenty.","Tereza Boučková napsala novó knížku s třinácti povídkami, co sú plné smutku, ale aj veselé, a ukazujó, jaké to je žít v obyčejným světě s touhó po lásce a klidu."
P.S. Líbíš se mi,Kasie West,"Podepsáno, zapečetěno, doručeno! Další romantická kniha od oblíbené Kasie Westové.Lily při jedné obzvláště nudné hodině chemie nedává pozor a čmárá si na lavici slova oblíbené písničky. Druhý den zjistí, že někdo rozepsanou sloku dokončil, a ještě přidal vzkaz pro ni. Zajímavé! Brzy už si se svým anonymním přítelem vyměňují dlouhé dopisy, doporučují si vzájemně kapely a sdílí ta nejsoukromější tajemství. A to je teprve začátek dopisového přátelství, které se postupně promění v něco víc. Promluví si s tajuplným neznámým někdy naživo?","Lily se během nudné hodiny chemie zaplete do tajemného dopisového přátelství s anonymním spolužákem, které se postupně vyvíjí v hlubší romantický vztah.","Lily si na nudný hodině chemie začala psát na lavici a pak se s anonymním klukem, co ji doplnil, začli vyměňovat dopisy a tajemství, až z toho vzniklo něco víc."
Sestra Luny,Lucinda Riley,"Na luxusní sídlo Atlantida na soukromém poloostrově ženevského jezera se sjíždí z různých koutů světa šest mladých žen, které přivedla domů smutná událost: smrt jejich adoptivního otce. Každá ze sester dostává jako dědictví i dopis s údaji, podle nichž může najít svou biologickou rodinu. Tiggy D´Apliese se po smrti otce rozhodne naslouchat svým instinktům a zamíří na skotskou Vysočinu. Naskytne se jí zde vysněná práce: starat se o volně žijící zvířata na odlehlém panství sympatického, šarmantního majitele Charlieho Kinnairda. Zdá se ale, že osud s ní má jiné plány. Stařičký cikán, který žije jako poustevník na panství, mladé ženě prozradí, že i ona má podobně jako on šestý smysl, jímž vnímá věci jinak než běžní lidé. Předpovídá jí, že se brzy vypraví do domoviny svých předků, španělské Grenady. Ve stínu majestátní Alhambry Tiggy poznává dávno minulý cikánský svět v jeskyních Sacromonte, odkud byl její lid vypuzen během dramatických událostí ve Španělsku za druhé světové války. Odvíjí se před ní fascinující příběh proslulé La Candely - nejlepší tanečnice flamenca své doby.... Osud ji nepřestává překvapovat, brzy se ocitá před zásadním životním rozhodnutím: má zůstat v zemi svých předků nebo se vrátit k Charliemu na Kinnaird... Sestra Luny je pátým dílem rodinné ságy Sedm sester. Ságu plnou romantiky, vášní, záhad, srdcervoucích milostných dramat a nádherných scenérií lze číst i jednotlivě. Příběh další sestry najdete v následujícím díle ságy Sestra Slunce.","V pátém díle rodinné ságy Sedm sester, nazvaném Sestra Luny, se Tiggy D´Apliese po smrti adoptivního otce vydává na cestu za poznáním své biologické rodiny, která ji zavede do Skotska a Španělska, kde objevuje fascinující historii svého cikánského původu a čelí zásadnímu životnímu rozhodnutí.","Na luxusní sídlo Atlantida se sjíždí šest sester, co po smrti adoptivního otce hledajó svý biologický rodiny, a Tiggy se vydá na Skotskou Vysočinu, kde se stará o zvířata a objevuje svý kořeny ve Španělsku, zatímco jí osud chystá nejedno překvapení."
Zakázaná láska,Jo Beverley,"Krásnou mladou vdovu Serenu nutí její zištní bratři k dalšímu sňatku bez lásky, ale ona se jim tentokrát rozhodne vzepřít. Kvůli svému bývalému manželovi si myslí o svazku muže a ženy jen to nejhorší a předsevzala si, že před oltář ji už nikdo nedostane. Na útěku se seznámí s přitažlivým lordem Francisem, který ji vezme do svého kočáru. Blížící se bouře je přinutí strávit společnou noc na statku a jejich osudy se nerozlučně spojí. Nic ovšem není tak jednoduché, jak by se mohlo zdát. Francis se má v brzské době oženit s poměrně nudnou dívkou z vysoce postavené šlechtické rodiny, ale setkání s okouzlující a smyslnou Serenou zasáhlo do jeho života jako blesk z čistého nebe. Dokáže čelit konvencím a poslechnout hlas svého srdce? A podaří se Sereně vypořádat s přízrakem vlastní minulosti, která stojí v cestě manželskému štěstí?","Kniha sleduje osudy krásné vdovy Sereny, která se vzpírá tlaku svých bratří na nový sňatek a během útěku se setkává s přitažlivým lordem Francisem, což vyvolává konflikt mezi jejich city a společenskými očekáváními.","Serena, mladá vdova, se brání sňatku bez lásky, ale po setkání s přitažlivým lordem Francisem, se jí život zamotá a musí čelit svýmu minulýmu manželství a konvencím, co jí brání v štěstí."
Šance,Jackie Collins,"Jednoho červencového večera roku 1977 se celý New York náhle ponořil do tmy. Výpadek elektrického proudu zastihl jednotlivé hrdiny v absolutně nečekaných situacích. Starý šéf gangu Gino se po sedmi letech vrací domů letadlem, které se právě chystá přistát. Jeho energická dcera Lucky uvízne ve výtahu mrakodrapu s neznámým černochem. Její bratr Dario je uvězněn ve vlastním bytě spolu s ozbrojeným maniakem. Všudy přítomné napětí, neskrývaná erotika, rychlý spád a spletité osudy hlavních postav, jejichž životní dráhy se nečekaně kříží i rozcházejí jak v minulosti, tak i v současnosti, provázení čtenáře na každé stránce tohoto strhujícího románu...3. vydání.","Román zachycuje osudy několika postav během výpadku elektrického proudu v New Yorku v roce 1977, kdy se jejich životy nečekaně proplétají a odhalují napětí, erotiku a složité vztahy.","Na jedné červencové večer v roce 1977 se New York zčista jasna ponořil do tmy a hrdinové se ocitli v nečekaných situacích, jak se jim životy proplétajó a rozcházejó."
Riallina hra,Patricia Briggs,"Darranští obchodníci s otroky přepadli Riallin klan v čase jejího dětství, povraždili všechny muže, a ženy s dětmi uvrhli do otroctví. Po léta žila Rialla v zajetí, sloužila svému pánu a čekala na příležitost k útěku. Když se tato příležitost naskytla, nepropásla ji. Po zdařilém útěku z otroctví se z Rially stala cvičitelka koní v Sianimu – malém státečku proslulém svými žoldnéři.Nyní se má mezi své věznitele vrátit! V zájmu ukončení dlouholetých válek hodlá darranský lord otroctví zrušit. Tento záměr se však kříží se zájmy některých darranských šlechticů. Hrozba úkladné vraždy lorda Karstena se tak stává reálnou. Rialla je vybrána Pánem špionů Sianimu, aby plánované vraždě zabránila. Rázem je vtažena do světa smrtící magie, dávných bohů a neuvěřitelných netvorů. V tomto světě se musí opět stát otrokyní. V tomto světě může otrokyní zůstat navždyPřeložil Pavel Musiol.","Rialla, která jako dítě přežila masakr svého klanu a strávila léta v otroctví, se po útěku stává cvičitelkou koní, ale je nucena vrátit se mezi své věznitele, aby zabránila vraždě lorda, což ji vtahuje do nebezpečného světa magie a intrik.","Rialla, co jako malá zažila hrůzu, když jí přepadli obchodníci s otroky, se po letech v zajetí stala cvičitelkou koní, ale teď se musí vrátit mezi svý věznitele, aby zachránila lorda Karstena před vraždou a zapletla se do nebezpečnýho světa magie a netvorů."
Nevyšlapanou cestou,M. Scott Peck,"Nová psychologie lásky, tradičních hodnot a duchovního růstu z pera praktikujícího psychoterapeuta.","Kniha ""Nová psychologie lásky"" zkoumá propojení tradičních hodnot a duchovního růstu v kontextu moderní psychoterapie, přičemž nabízí praktické nástroje pro zlepšení mezilidských vztahů a osobního rozvoje.","Nová psychológie lásky, tradíčních hodnót a duchovníhó růstu od psychoterapeuta, co to má v malíčku."
Ocejchovaná,Anna Ekberg,"Pro sedmnáctiletou Rebekku je osudovým okamžikem společná cesta s matkou do nemocnice. Vystresovaný řidič spěchá, protože Rebekka má těsně před porodem, a když auto před nimi prudce zabrzdí, v plné rychlosti do něj zezadu narazí. Toho rána přijde Rebekka o všechno: o svou matku i dosud nenarozené dítě. Sama přežila jen zázrakem. Po 17 letech Rebekka pomalu zanechává minulost za sebou. Z autonehody v Africe, kde její otec působil jako velvyslanec, se už vzpamatovala. Vrátila se do Dánska, vystudovala práva a v současnosti pracuje jako realitní makléřka zaměřená na luxusní nemovitosti na venkově. Konečně se zdá, že její život opět nabývá tvar. Dokud osud znovu neudeří. Tentokrát je to rakovina. Agresivní, život ohrožující typ. Pro Rebekku je jedinou šancí na přežití transplantace kostní dřeně od někoho z blízkých příbuzných. Vzhledem k tomu, že nemá sourozence, je její jedinou nadějí otec. Testy však ukážou, že otcovy buňky není možné použít. Už se zdá, že je všechno ztraceno, když se objeví nová skutečnost – pravda o jejím dítěti, kterou před ní otec po celou dobu tajil… Rebekka se dozvídá, že její dcera při porodu nezemřela. Byla adoptována a nejspíš ještě žije. Mezitím kdesi v kodaňských přistěhovaleckých ghettech vyšetřuje detektiv Kim brutální vraždu, při níž byla zavražděné pečlivě odříznuta jedna noha a vrah si ji zřejmě odnesl. Indicie naznačují, že jde o mnohem větší případ, sahající daleko za hranice země, až do úplného srdce temnoty v džungli africké Ugandy. Ocejchovaná je strhující thiller o nespravedlnosti, rodinných poutech a odvaze vzít osud do vlastních rukou.","Ocejchovaná je napínavý thriller o sedmnáctileté Rebeccce, která po tragické ztrátě matky a nenarozeného dítěte čelí novým životním výzvám, když se dozvídá pravdu o své adoptované dceři a bojuje s rakovinou, zatímco detektiv Kim vyšetřuje brutální vraždu, která odhaluje temné tajemství sahající až do Ugandy.","Rebekka, co přišla o mámu a dítě při nehodě, se po letech snaží žít normálně, ale když zjistí, že její dcera přežila a má rakovinu, tak se jí život znovu zamotá do temnoty a ona se snaží najít pravdu a zachránit se."
"Cítit rozumem, myslet srdcem aneb Příběh karmy",Petr Casanova,"Forma záznamu řešení skutečných případů na pozadí ezoteriky, psychologické metodiky i vědních oborů. Motto: „Nikdy nepochopíš bolest, kterou působíš druhým, dokud druzí nezpůsobí stejnou bolest Tobě. Proto jsem tu já. Karma. (viz https://www.firstclass.cz/kniha/)","Kniha zkoumá skutečné případy skrze prizma ezoteriky a psychologických metod, zdůrazňující, že porozumění bolesti, kterou způsobujeme ostatním, přichází teprve tehdy, když zažijeme stejnou bolest sami, a reflektuje koncept karmy.","Knížka je o tom, jak se řešijó skutečný případy s ezoterikó, psychologijó a vědó, a že člověk nepochopí, jak bolí, dokud to neprožije sám."
Pohled šelmy,František Niedl,"Do Čech se po dvaceti letech vrací záhadný Michal Dabert. Jeho oficiálním posláním je zřízení pobočky nadnárodní bezpečnostní agentury v Praze. Ale je to hlavní a jediný důvod jeho pobytu v Praze? Po jeho příjezdu totiž začínají umírat lidé. Případ dostává na starost komisařka Tereza Pfeiferová z kriminálky, záhy je však odvolána a vše kolem Daberta přebírá vrchní komisař ÚOOZ Petr Vágner. Osudy všech tří se začínají neuvěřitelně proplétat. Při jejich společném adrenalinovém výletě na Lipno má někdo z nich zemřít. Ale kdo? Co je skutečné a co jen hra? A podaří se Pfeiferové v novém případu, který dostala, vypátrat, kam mizí nezletilé děti? Na to si bude muset čtenář počkat až do konce. Ale jak už je autorovým zvykem, nebude se čtenář při tomto čtení nudit ani chvíli.","Záhadný Michal Dabert se po dvaceti letech vrací do Čech s cílem zřídit pobočku bezpečnostní agentury, avšak jeho přítomnost spouští sérii mysteriózních úmrtí, které vyšetřuje komisařka Tereza Pfeiferová a vrchní komisař Petr Vágner, přičemž se jejich osudy nečekaně proplétají a odhalují temné tajemství kolem zmizelých dětí.","Do Čech se po dvaceti letech vrací tajemnej Michal Dabert, co má za úkol zřídit pobočku bezpečnostní agentury, ale po jeho příjezdu začíná umírat lidi a komisařka Tereza s vrchním komisařem Petrem se snažijó rozplést, co se vlastně děje, než se to všechno zamotá do nebezpečnýho dobrodružství."
"Život udeří, kam se mu zachce",Petra Hülsmann,"Párty, zábava a volnost – to je pro Marii nejdůležitější na světě a ona svůj bezstarostný život miluje. Vše se ale rázem změní ve chvíli, kdy sestra Christine těžce onemocní a požádá ji, aby se během její léčby postarala o malá dvojčata, na které je sama. A nejen to, musí převzít i sestřino místo v rodinné loděnici. Marii začne brzy všechno přerůstat přes hlavu: nemocná sestra, turbulentní rodinný život, firma, jejíž budoucnost je ve hvězdách. A jako by toho nebylo dost, uvědomí si podivné šimrání v břiše pokaždé, když zahlédne svého šéfa Daniela. A ve chvíli vrcholného chaosu přijde další životní zkouška...","Marie, která miluje bezstarostný život plný zábavy, se musí postarat o svou nemocnou sestru a její dvojčata, převzít rodinnou loděnici a čelit osobním i profesním výzvám, zatímco se vyrovnává s novými city k šéfovi Danielovi.","Marie má ráda párty a volnost, ale když se její sestra Christine nemocní a ona musí hlídat dvojčata a převzít rodinnou loděnici, začne jí to všechno přerůstat přes hlavu a ještě se do toho zamiluje do šéfa Daniela."
Býti básníkem,Jaroslav Seifert,"Autorovy verše, načrtnuty záměrně jednoduchou melodickou linkou, jsou protknuty láskou k ženě i pevným přátelstvím ke generačním umělcům, z nichž téměř všichni došli na konec své životní cesty. Svébytné místo v této sbírce zaujímá Praha v nejrůznějších proměnách. Smutek a nostalgie, které dýchají z většiny básní, však nejsou pocity rezignujícími.","Kniha obsahuje verše, které vyjadřují lásku k ženě a přátelství s umělci, přičemž Praha hraje klíčovou roli v melancholických, ale ne rezignujících pocitech autorových básní.","V té knížce se zpívá o lásce k ženským a kamarádství s umělcema, co už došli na konec svý cesty, a Praha tam hraje důležitou roli, přičemž smutek a nostalgie nejsou jen tak na nic."
Protože,Petr Casanova,"""Věnováno ROZUMU, aby měl více pochopení pro SRDCE, které dokáže MILOVAT člověka a současně NENÁVIDĚT jeho činy.“ P.C., květen 2018Po mnohonásobných bestsellerech 250 zákonů lásky, Dvanáct srdcí a 100 nejkratších cest k Tobě přichází Petr Casanova s unikátní knihou, která spojuje psychologii, biologii, historii a další obory lidského poznání, aby jednoduchým jazykem pomohla vyřešit konkrétní situace a bolesti, se kterými čtenáři nedokáže nebo nechce pomoci nikdo jiný.","Petr Casanova ve své nové knize spojuje různé obory lidského poznání, aby čtenářům jednoduchým jazykem pomohl řešit osobní problémy a bolesti, které jim nikdo jiný nedokáže nebo nechce pomoci vyřešit.","Petr Casanova napsal knihu, co spojuje rozum a srdce, aby lidem pomohla pochopit lásku a nenávist v jejich životech."
Na pokraji temnoty,Barbara Erskine,"Keltská minulost a kouzla převtělování jsou námětem dalšího z románů Barbary Erskinové. Hlavní postava knihy, tajemná Brid, druidská kněžka ze skotského starověku, se dokáže přenášet do současnosti jako fyzické stvoření z masa a krve. Žije mezi lidmi, miluje jednoho ze smrtelníků a jiné vraždí.Jejím lidským protějškem je Adam Craig, na počátku příběhu v roce 1935 teprve patnáctiletý. Cestování v čase a napínavý děj s ne čekaným rozuzlením patří i tentokrát k hlavním trumfům spisovatelčina umění.","Román Barbary Erskinové sleduje tajemnou druidskou kněžku Brid, která se přenáší do současnosti, kde se zaplétá do milostného vztahu s Adamem Craigem, zatímco se vyrovnává s temnou minulostí a schopností vraždit.","V knížce od Barbary Erskinový se tajemná druidská kněžka Brid přenáší z keltský minulosti do dneška, miluje smrtelníka Adama a dělá kolem sebe pěkný zmatek."
Vábení krve,Raven Hart,"Je to už dávno, kdy William Cuyler Thorne přesídlil z rodné Anglie do Ameriky. Upírem je déle než pět století a nic mu nebrání žít bonvivánským životem plným zábavy a krásných žen. V Evropě zanechal i svého stvořitele Reedreka, bezcitného chladnokrevného upíra zabijáka, jehož z celé duše nenávidí. Má k tomu dobré důvody - když ho Reedrek probudil k životu nemrtvého, nemilosrdně vyvraždil jeho rodinu a Williama si na dvě stě let zavázal bezpodmínečnou poslušností. Lhůta sice již uplynula, ale žádný upír se svému stvořiteli nemůže postavit. A nyní k Williamově nelibosti přijíždí mocný upír do Nového světa...Jack McShane není upírem zdaleka tak dlouho. Jako raněný voják byl již na pokraji smrti a Williamova nabídka, že ho promění v úpíra, zněla více jako pozvánka do věčného života než do věčného zatracení. Ač je nyní podle zvyklosti vázán i on svému stvořiteli poslušností, je jejich vztah spíše pouto otce a syna než poměr pána a jeho služebníka.Mají tito dva šanci porazit Reedreka a čiré zlo, které představuje? Může zvítězit slušnost a city téměř lidské ve světě temných predátorů? A jakou šanci má naděje a láska?","Kniha sleduje příběh Williama Cuylera Thornea, pět století starého upíra, který se snaží osvobodit od tyranského stvořitele Reedreka, zatímco se jeho život proplétá s mladším upírem Jackem McShanem, a společně čelí temným silám a hledají naději a lásku v nebezpečném světě upírů.","William, co je už pěť století upírem, se snaží zbavit svýho bezcitnýho stvořitele Reedreka, zatímco se s Jackem, novým upírem, snažijó porazit zlo a najít lásku v temným světě."
Pouť krkonošská,Karel Hynek Mácha,"Poutník se vypravil do Krkonoš. Pod Sněžkou objevil klášter. Provedl ho zde jeden z mnichů, který mu vysvětlil funkci jednotlivých síní. V jedné byli mniši, kteří ožívali jen na jeden den v roce. Pokud se včas nevrátili do této síně navždy zemřeli. Tito mrtví čekali na pohřeb v jiné síni. Poslední zde byli živí mniši, kteří  pohřbívali navždy zemřelé. Poutník odešel a usnul pod vodopádem a nikomu neřekl, co viděl.","Poutník navštívil klášter pod Sněžkou, kde se setkal s mnichy, kteří žili pouze jeden den v roce, a po prozkoumání jejich síní odešel a nikomu neprozradil, co zažil.","Poutník šel do Krkonoš, tam pod Sněžkou našel klášter, kde mu mnich pověděl, že mniši ožívajó jen na jeden den v roce a kdo se nevrátí, ten navždy umře, a nakonec poutník usnul pod vodopádem a nikomu to neřekl."
Rudý Mars,Kim Stanley Robinson,"Eóny let bičovaly písečné bouře pustou, neúrodnou krajinu rudé planety. Po staletí Mars lákal lidstvo, aby přišlo a zvítězilo nad jeho nepřátelským klimatem. Nyní, v roce 2026, se vydává početná skupina kolonistů, aby se tohoto úkolu zhostila. John Boone, Maja Tojtovová, Frank Chalmers a Arkadij Bogdanov vedou misi, jejímž úkolem je vytvořit na Marsu atmosféru, jako je na Zemi. Na oběžnou dráhu Marsu umístí obří zrcadlové satelity, které budou odrážet sluneční světlo na povrch planety. Černý prach rozprášený na pólech bude držet teplo, a tak rozpouštět led. V kilometrových hloubkách budou vyhloubeny masivní tunely, tvořící gigantické průchody, kterými budou vedeny horké plyny. Na pozadí tohoto náročného budování můžeme sledovat rodící se rivalitu, vznikající a zanikající lásky a přátelství. A také osudy těch, kdo vedou boj na život a na smrt, aby zabránily jakýmkoli změnám Marsu.Kim Stanley Robinson vystavěl svůj román, jenž je kronikou osidlování Marsu, na výsledcích výzkumů a poznatcích vědy, které léta shromažďoval a studoval.","Román Kim Stanleyho Robinsona sleduje kolonizaci Marsu v roce 2026, kdy skupina kolonistů usiluje o vytvoření obyvatelné atmosféry na rudé planetě, zatímco se vyvíjejí osobní rivality a vztahy mezi nimi.","Na Marsu se chystá parta kolonistů, vedená Johnem a dalšíma, aby tam udělali atmosféru jak na Zemi, ale mezi tím se tam rodí rivality a lásky, co to všechno komplikuje."
Karkulín ze střechy,Astrid Lindgren,"V úplně obyčejné ulici ve Stockholmu, v úplně obyčejném domě bydlí úplně obyčejná rodina Svantessonových. Obyčejný tatínek, obyčejná maminka a tři docela obyčejné děti Albert, Bety a Ben. Nahoře v domečku za komínem však přece jen někdo neobyčejný žije Karkulín ze střechy. A kdože to vlastně je? Ten malý, neodolatelný chlubílek a nenasyta, polopohádkový človíček, který umí létat ve vzduchu a provádí samé neuvěřitelné věci? Otevřte tuhle knížku a poznáte ho sami. Užijte si Karkulínovy žertovné kousky a legrace, které pro vás vykouzlila Astrid Lindgrenová.","Kniha vypráví o obyčejné rodině Svantessonových, která žije v Stockholmu, a jejich neobyčejném sousedovi Karkulínovi, malém, kouzelném stvoření, které umí létat a přináší do jejich života zábavu a dobrodružství.","Na obyčejný ulici ve Stockholmu bydlí obyčejná rodina Svantessonových, ale nahoře za komínem se skrývá neobyčejný Karkulín, co umí létat a dělá samé šílenosti."
Proroctví,Jamie McGuire,"Nina se ještě nevzpamatovala z posledního souboje s peklem a už musí čelit dalším výzvám. Vedle svého studia na Brownově univerzitě pracuje jako stážistka v otcově někdejší společnosti Titan Shipping. Je ještě vyčerpaná z otcova nenadálého odchodu a navíc se jí pravidelně vracejí noční můry, v nichž je zabit násilnou smrtí. Vedle ostatních problémů, které musí řešit, však děsivým nočním obrazům nepřikládá patřičnou důležitost. A to se jí může stát osudným. Jsou pro ni totiž varováním… Jared má o Ninu strach a jedinou možností, jak ji zachránit, je získat zpět ukořistěnou knihu kouzel Ars Notoria. Do cesty se mu ale postaví noví nepřátelé a Jaredovy nejhorší obavy se vyplní. Musí se rozhodnout: buď se sám postaví peklu, nebo započne novou válku s nebem.","Nina se snaží vyrovnat s traumatem z minulosti a nočními můrami, zatímco Jared se snaží zachránit její život tím, že se postaví novým nepřátelům a získá zpět mocnou knihu kouzel, čímž se dostává do konfliktu s nadpřirozenými silami.","Nina se ještě nevzpamatovala z posledního souboje s peklem a už se musí prát s dalšíma probléma, zatímco Jared se snaží zachránit a získat zpátky kouzelnou knihu, ale do cesty se jim pletou noví nepřátelé a hrozí jim velký nebezpečí."
Řeky Londýna,Ben Aaronovitch,"Jedna z nejúspěšnějších městských fantasy uplynulého desetiletí vás zavede do Londýna, ve kterém u policie slouží čarodějové a po ulicích se prohánějí zlovolní duchové či božstva na válečné stezce.Jmenuji se Peter Grant. Ještě nedávno jsem byl obyčejný četnický zelenáč v řadách londýnské Metropolitní policie. Jedné noci jsem se ale při vyšetřování jisté vraždy pokusil získat svědeckou výpověď od muže, který byl sice mrtvý, ale jinak znepokojivě výřečný, což mi zajistilo pozornost vrchního inspektora Nightingalea, posledního čaroděje Anglie. A právě tehdy začal můj příběh. Nyní jsem policejní detektiv a čarodějův učeň, první učedník za padesát let, a můj svět už není zdaleka tak jednoduchý, jak býval.","Kniha sleduje příběh Petera Granta, nového policejního detektiva a učedníka posledního čaroděje Anglie, který se ocitá v nebezpečném světě Londýna, kde magie a nadpřirozené bytosti ovlivňují každodenní život a vyšetřování zločinů.","V Londýně, kde čarodějové dělajó policajty a duchové se prohánějó po ulicích, se obyčejný četník Peter Grant stává detektivem a učedníkem posledního čaroděje, když se mu podaří promluvit s mrtvým svědkem."
Fantom Opery,Gaston Leroux,"Nové vydání klasické knihy z pomezí žánru fantastického románu a rodící se moderní detektivky. Autor vypráví romantický příběh krásné zpěvačky a jejích dvou ctitelů, z nichž jeden je tajemným fantomem Opery, upoutá čtenáře barvitým vylíčením prostředí pařížské Velké opery s jejími galapředstaveními, plesy a tajemným zákulisím.Román Fantom Opery je největším úspěchem jeho tvůrce, francouzského novináře, detektiva a romanopisce Gastona Lerouxe. Získal si oblibu milionů čtenářů po celém světě, bylo podle něj natočeno několik filmů, vznikly divadelní a televizní inscenace a také známý a úspěšný muzikál.","Fantom Opery od Gastona Lerouxe je romantický a napínavý příběh o krásné zpěvačce a jejích dvou ctitelích, z nichž jeden je tajemný fantom, zasazený do fascinujícího prostředí pařížské Velké opery.","Fantom Opery je román o krásné zpěvačce a jejích dvou ctitelích, z nichž jeden je tajemný fantom, a děj se odehrává v pařížské Velké opeře plné galapředstavení a tajemství."
